128-139GlRpn8,127-133ScRpn8
8.52774,2.9846885
8.16022,2.21309322
7.88223,2.64063376
6.96916,2.35938748
8.3718,2.20139542
6.06231,2.77203683
7.70407,2.7209145
8.27372,2.29970523
7.2192,3.33690973
7.67805,2.47577773
7.62074,2.5417458
7.82498,2.08971191
6.91846,2.73125801
8.06007,2.47433459
8.32203,2.24175848
8.57769,2.77529127
8.29074,2.0932704
8.99076,2.6672546
8.38817,3.48182164
7.50213,2.64413277
7.74767,2.63361126
7.72495,2.02344822
7.65944,2.47979818
6.75824,2.25079496
6.28245,2.7444936
7.80247,2.41364975
8.5445,2.07087963
7.47664,2.5011514
6.64036,2.14003245
7.50265,2.10884973
8.62081,2.21360568
7.98118,2.58144814
6.79843,2.71822539
7.27067,2.42212884
7.38259,2.15825298
8.10685,2.57319659
6.0553,2.36481646
7.72931,3.06650223
7.97807,2.49194895
7.05801,2.84408513
7.03011,2.45786272
6.02335,2.4169053
7.38575,2.09699592
6.15064,2.62237827
7.14353,2.32129488
8.17757,2.16242021
7.43932,2.40295896
7.18291,2.25658309
6.0636,2.34749203
8.28019,2.73633845
6.62683,2.16200259
8.07588,2.62131958
7.34898,2.38037078
6.413,2.40077933
6.62221,2.20795611
7.59095,2.40367827
7.47572,2.91057259
6.68667,2.36101351
7.301,2.25690488
8.11061,2.62547931
8.28908,2.4046075
8.4682,2.48414693
7.87281,2.64328844
8.44262,2.56840414
7.94141,3.33127714
6.83425,3.07853199
8.41299,3.01042426
7.98363,2.42914297
7.10106,2.29872386
7.8193,2.46057852
7.5932,1.64562907
8.60096,2.81169988
6.37563,2.44133753
8.07614,2.37995465
7.31635,3.05106999
7.07867,3.10943379
8.55495,2.50618819
7.09626,2.84157176
8.13981,3.33244114
8.16699,2.44252404
8.34016,2.39933102
7.88778,3.21250833
8.06062,2.77805097
6.65624,2.07421538
7.44365,2.58529681
6.7815,2.66625884
7.19944,3.07588817
8.28628,2.41274354
8.35534,2.14212213
8.39114,2.92412514
6.8927,2.15817733
7.93558,2.50080299
6.98271,2.86300079
6.12624,2.62891318
7.41381,2.16125416
6.96911,2.33395775
6.1244,2.34228063
6.96079,2.54019726
7.85182,3.67123304
7.43666,2.92236616
7.84257,2.2654026
7.30351,2.30524939
7.24911,2.58058481
7.94202,2.75987924
8.02609,2.82253572
8.28614,2.26976309
8.75515,2.15482707
9.41595,2.72228883
7.82693,2.57912699
7.66222,2.92697625
8.21094,2.31193498
8.39498,2.21034192
8.93324,2.55169259
8.12039,2.28657453
8.34276,2.25068365
8.43217,2.2707681
8.34933,2.38916928
8.00749,2.21299015
8.37663,2.36359187
8.332,2.29794385
8.34725,2.47401741
8.10953,2.46996623
8.7561,2.21980522
7.20891,2.24080455
7.6954,2.72445659
7.59524,3.29932554
8.31647,2.16229201
8.45554,2.71887761
7.92054,2.19379888
8.11764,2.35947563
7.86278,2.30924652
8.21835,2.3976266
7.58945,2.60035671
8.49732,2.79135874
8.01474,2.15911655
7.68405,2.47937867
8.42587,2.8046029
7.94093,2.3363467
8.4778,2.40494309
6.7354,2.29447729
8.47559,2.76513191
8.55805,2.89812373
7.84153,2.66698073
7.08109,2.34654236
8.00935,3.17634695
8.54956,2.54277291
8.63047,2.63181686
8.39555,2.31708013
8.22837,2.29947141
7.79127,2.16733773
8.63502,2.50114267
8.09956,3.10067806
7.64121,2.16212126
7.25777,2.50679789
7.43984,2.48426001
8.81675,2.63778261
7.92458,2.44016629
8.4792,2.27620101
8.09305,2.64736349
7.75049,2.30809945
8.08986,2.85374744
8.37992,2.22409546
7.97396,2.60685666
6.65243,2.00111307
7.8859,2.87699515
6.36895,2.92917108
6.18704,2.67963959
6.7314,3.07340506
7.38311,2.16603125
7.0426,2.35221143
8.53287,2.87716782
8.27435,2.0782829
7.74276,2.58294321
7.4469,2.41754824
8.19068,2.20367748
8.86326,2.30838088
8.78337,2.85561217
7.77773,2.56428511
8.34035,2.47612062
8.24244,2.34439414
7.80534,2.47919444
7.97107,2.76481655
7.78695,2.79314654
7.16377,2.51285822
7.46292,2.39073732
7.28503,2.52176337
7.45233,2.56885355
6.67549,2.09979931
7.91618,2.58275995
8.11735,2.42463785
6.96896,3.087332
6.73767,2.52678479
6.5816,2.36001646
8.1136,2.97127681
7.46549,2.49771252
7.86135,2.68829862
7.60742,2.93491292
7.93307,2.25271746
8.29779,2.0639702
7.35477,2.40664746
7.46333,1.89050767
7.73673,2.17278064
7.10209,2.17683025
7.15577,3.03394978
7.20016,2.33402211
8.1287,2.24526914
6.96895,2.85719539
8.77836,2.5523661
8.5164,2.18998641
6.67705,2.22833525
7.73419,2.5051179
7.4549,2.43335315
7.51564,2.8819634
8.21192,2.79424283
8.41813,2.29324151
8.57048,2.56055629
7.25821,2.41943981
7.35079,2.50311585
7.0341,2.21954952
8.2673,2.290811
7.11276,2.23921464
7.69124,2.09318311
8.11471,2.08474
7.04419,2.17002479
7.35588,2.21252454
7.08892,2.173718
7.41164,2.40252474
8.52722,2.28842167
9.45829,2.34847292
8.38327,2.35519515
7.29701,2.31590918
7.69782,2.52460113
8.34441,2.33252393
8.16523,2.71738289
