14-128GlRpn8,16-127ScRpn8
11.7467,4.54122314
12.9117,4.54757206
12.3634,4.90606791
12.1097,3.50734941
13.5945,5.42285041
13.2769,4.94937512
11.6201,4.208646
13.5885,4.70698083
12.0502,4.43489318
12.2308,4.73110089
11.0173,5.34764272
13.1207,5.05289387
12.6787,4.52256932
11.6612,4.78247227
11.1927,5.08101148
11.5537,6.70877267
11.4334,5.53209124
11.5352,4.74411923
11.9205,4.85518554
11.495,4.9124359
11.4541,5.32572988
13.028,5.44949227
12.8359,5.08372103
12.8564,4.79732791
12.7899,4.54574132
14.5436,5.18703075
12.7287,5.23957355
12.5085,5.83074838
11.4447,5.46571459
13.7824,5.0625201
11.9284,6.38170029
11.8578,5.41343016
11.6619,5.89367479
13.4616,5.75939608
12.6431,5.06840592
12.2657,5.09815987
11.8416,3.9333451
12.4921,5.63995833
13.0449,4.33451267
12.3115,3.67029217
12.2977,4.08143926
11.7992,4.68503447
11.3296,5.36391166
11.4635,4.36559661
11.1146,4.92340228
11.9478,4.47373976
12.5424,3.60075599
11.5664,3.93352818
12.5509,5.27986483
13.3739,5.07054351
13.8607,4.27752729
12.8658,4.74071575
11.3487,4.54984505
13.5093,4.70639897
14.6721,4.97130413
13.3441,5.00310811
13.1152,5.03078672
13.4649,4.73354703
14.0816,3.11929857
13.8409,4.23651365
13.8257,4.67625353
13.9464,4.41816266
13.8563,3.74420337
14.8361,4.31120217
13.8322,2.94338336
14.1899,4.39159208
12.3734,5.34746503
12.4223,5.73814204
12.7011,5.314669
13.1006,5.21706678
12.2826,4.23787954
12.7824,5.70879973
12.5947,5.56354947
14.2269,5.1469266
13.3448,5.61824707
14.1283,5.51397481
13.6907,3.27598817
13.8616,3.06643697
13.735,4.42819447
12.9845,4.94393197
12.9213,4.88116186
12.882,4.95631025
12.8551,5.94489411
11.6192,5.242107
11.1796,4.62071878
13.1084,5.5918444
11.6948,5.38323207
11.0707,5.59288097
9.91507,5.47149458
11.9357,4.74158662
11.6078,5.75455917
10.64,5.22472894
11.7991,5.21487264
10.7829,4.49558045
11.5247,5.49646689
10.8351,5.4396424
12.054,6.33148958
9.88495,5.48479501
10.7723,4.39653676
12.446,4.35383016
11.1952,4.35963317
11.608,4.67111012
11.7813,4.82476241
12.6282,4.54649745
12.9797,3.96690047
11.9477,5.38888146
12.1548,3.43287024
12.3474,3.4898429
11.4616,4.64911053
11.7785,3.96270581
10.509,4.28318724
10.6705,4.79865182
8.56837,4.3897041
9.06301,5.32692862
8.89894,4.6977204
9.03859,3.55282762
9.85596,5.22462201
10.164,4.55509559
11.6256,3.60781132
10.4996,4.76131097
10.3565,4.38667092
9.19555,4.92329896
10.3276,4.74246547
9.2619,5.29689001
9.9902,5.57845221
9.13828,4.9993996
10.2264,4.83775219
8.21756,4.65881251
8.21404,4.84912842
10.2878,5.18600947
9.00582,4.78692054
9.49696,4.58587717
10.0413,4.96752564
8.97962,4.85369326
10.2408,5.67289135
10.3147,6.21231099
10.1792,5.90517191
11.2217,5.06644464
10.8837,5.26657609
10.0264,4.71349034
11.2002,6.29890521
12.4122,5.05573379
11.2423,5.30212344
9.96922,6.21275939
9.99255,4.3217845
9.77968,4.92848533
12.0646,3.68759945
12.7237,5.09015395
12.1627,4.61586454
11.5736,4.08839623
11.0756,4.86490994
10.515,4.53272023
10.8396,5.64421329
11.4828,3.98883385
10.9193,5.4399445
11.5688,4.43811256
12.2086,4.0476255
12.2134,3.49404868
12.9171,3.70350006
11.811,4.27733436
10.7118,4.00786164
9.74691,4.41268836
10.4521,4.65844583
11.0063,5.01657178
9.11328,4.65693933
8.87125,4.49635224
10.3586,4.29298105
9.56352,3.99769021
9.12674,3.95523345
7.3319,4.51662449
6.83396,4.08408206
9.53392,5.18051354
10.4739,5.18194239
11.9592,5.79291361
10.3359,5.58265589
11.1104,5.52022491
9.77706,4.96513638
9.35478,5.0270363
9.96798,4.13678632
10.1174,5.5032482
10.2436,4.71244109
10.5885,5.23440377
11.6294,5.61985762
10.0593,5.39472488
10.7622,5.55888366
11.8941,5.61163673
11.1575,4.93529126
12.1069,4.52568801
12.4102,4.52154558
11.4587,4.97216838
10.8849,5.06083796
9.95854,4.47927739
10.1251,5.80939154
11.056,4.70807036
11.8369,4.73789325
11.2869,5.38906881
9.93205,4.15117892
9.96129,6.0032985
10.5632,4.94662558
8.78759,5.03832949
8.70369,5.1302175
11.0984,4.64250514
9.23705,5.61468367
10.1118,4.72484162
8.9035,4.64058629
9.68904,4.94772395
10.5555,5.06600236
10.2671,4.98600941
9.35882,6.01296874
9.13253,5.68981533
9.88447,5.91272847
9.66381,6.00853979
9.67965,6.68618562
9.95453,5.72671601
10.557,6.48588113
9.49512,6.82981872
11.1388,5.86496083
9.65008,6.14973195
8.54645,5.72230964
8.35318,6.42750762
10.5008,5.85335606
9.0757,6.27607057
9.37461,5.69878838
9.47682,5.43044125
8.12689,5.29918236
7.82769,5.82479792
9.51945,5.28254638
8.303,5.9303256
9.32413,6.43868484
9.6063,6.13138308
9.92509,5.93328758
9.27212,5.50718009
9.95194,6.19262338
9.79183,6.29314628
10.1461,5.5510576
11.0643,6.06146252
9.50616,6.26982022
10.0585,5.37418164
8.62254,6.84798806
11.0905,7.65137253
9.61797,7.61183852
8.55678,7.48149877
9.80783,7.21478327
9.46214,6.48935925
10.8875,7.59376665
11.1921,6.14741336
11.0336,6.29485255
11.3766,7.26342471
11.8963,6.38668553
11.428,6.37001131
12.627,7.19668605
14.5274,6.75625654
12.7787,6.36285956
12.4598,5.87241892
12.4976,7.77317137
12.0345,6.30657414
12.9363,7.95285413
12.8474,7.09871265
12.8866,6.40524564
12.3841,5.29023263
13.6489,5.17063
11.8849,5.46093521
11.1262,5.71167647
12.6478,4.75954949
11.0512,4.84733166
13.0959,5.78727284
13.3551,5.14345691
13.8214,4.48656978
13.2224,6.20755229
13.4033,5.23201497
12.7366,5.26737753
13.9373,7.29229779
14.4359,5.41867213
14.0949,4.94183746
14.3157,5.54481324
14.7936,5.3544128
14.0358,4.95883638
13.1438,3.71596816
14.1703,4.33185867
14.2079,5.24811481
14.1811,5.19491795
14.3841,4.71510373
14.6183,4.25285622
13.5369,4.26131468
13.1174,4.28196378
11.6154,5.40959261
11.7494,4.50451273
12.2219,4.67458784
12.3138,4.45997897
12.006,5.16954067
11.8717,4.6432924
12.0159,3.72052758
10.9053,4.66966827
8.97136,6.12440015
9.68914,3.39556391
10.4323,3.93977225
10.2161,5.5076515
12.5934,5.39299126
11.5775,4.67480216
12.2787,5.41696375
12.0597,4.44814741
11.0498,4.0547697
11.189,5.00954267
10.481,5.13599043
11.9632,5.01968257
11.0306,5.53367064
11.6912,5.59177739
10.9271,5.31570292
11.9997,3.47381768
12.7873,3.41472123
11.8982,3.47629396
11.4675,4.80214122
11.8416,4.61856139
12.3804,4.87690195
13.4126,4.87894488
13.2259,5.1453035
13.1496,5.52694716
12.4058,4.95578344
12.9855,3.47969357
13.2851,4.27733602
13.4554,3.39809068
13.1264,4.10130016
12.4027,4.37085249
14.0138,5.02829708
12.0989,4.31482165
13.2598,3.59796073
11.7558,3.45806176
11.843,3.44092023
11.5644,5.22864121
12.2814,3.6110219
11.4641,3.8574507
12.5558,4.06618995
12.2497,4.75272482
12.9815,4.27696864
12.8541,4.03799126
12.4999,4.37977686
12.5901,3.80722548
12.6966,5.03713725
12.0294,4.49284656
11.1457,4.29462069
12.4411,3.57155915
11.7513,3.77776376
12.3256,3.81969196
12.0088,4.45498039
11.6083,4.98809037
12.7003,4.14705095
13.7803,4.17181183
13.5388,4.06754238
13.1961,4.5969896
12.6489,4.31202959
11.5217,4.63957832
12.7158,5.30810891
14.0555,4.13094383
14.0371,4.53640292
13.1153,4.1386564
13.2001,4.09913548
13.2043,4.00772305
14.1079,3.86677542
13.0251,4.48813858
13.7934,4.73455368
12.3516,4.48879321
14.6474,4.07845418
14.0095,3.98806553
15.1827,5.15203971
14.1831,3.97132611
12.6341,4.8727295
12.8104,4.68684394
13.5648,4.71926437
13.7501,4.61741981
13.1446,4.46978095
13.5571,3.93875149
13.6039,4.79979946
14.4369,3.9016335
14.6491,4.03853033
12.8841,4.40106898
12.2045,4.03761333
11.6682,4.03868607
10.6679,4.2270768
11.7598,4.581778
12.3384,4.12853457
13.0891,3.92597152
13.0844,4.62026209
11.9,3.49102132
12.194,4.24352438
10.989,3.78760799
9.93397,4.3042496
10.8475,4.34057005
9.77786,3.84935622
10.6745,4.89051404
10.0079,3.50768251
9.22201,3.68845761
10.6463,3.59860156
11.5393,3.54750245
11.3806,3.57503763
11.827,3.80907352
11.0742,3.91465271
10.1161,4.40953894
10.3228,3.89501759
10.483,4.72686241
9.24259,4.03767457
9.54498,4.14853238
9.07679,4.09729776
10.8317,4.54687255
11.8625,3.70383091
11.6294,4.25788857
10.4526,4.63102383
11.6198,4.26497046
12.0841,3.59432418
11.6495,3.43701074
11.3812,4.43948044
10.3665,3.98953245
9.0769,4.41104438
11.4072,3.87099275
9.93459,3.96103613
9.98778,3.30865752
10.825,4.34151407
12.0998,3.88301779
11.6566,3.70826015
12.8292,3.9892999
11.3456,3.65219286
11.8494,3.90535616
10.6425,3.66499075
12.1604,3.85664364
12.5481,4.04672126
13.2839,4.46382028
12.3513,4.18779733
11.4587,3.717049
11.4166,4.16496979
12.5533,3.72006874
11.7217,4.09328244
11.561,3.66853844
11.656,4.10753046
13.4156,3.86506647
12.5498,4.2091472
12.7377,4.00205265
12.0562,4.26315911
12.6916,4.05207674
12.7471,4.10482348
11.8123,3.88897993
10.7658,3.82588743
11.6359,4.13183753
12.2707,4.331091
11.7088,4.07799547
11.1258,3.84167415
8.74545,4.40772788
10.5952,3.63946946
10.8352,3.62535774
11.68,3.75828183
11.5929,4.30922736
11.6066,5.00446225
12.7508,4.00401648
11.8674,4.04715527
12.3466,4.20286009
10.9665,4.39452799
11.484,3.99406425
10.0716,3.86568352
9.65445,4.00069961
10.1121,3.54561439
10.6587,3.72827699
10.2952,3.83593384
10.0218,3.82470559
11.289,3.55543748
10.9029,4.4902493
10.3606,4.42866311
11.4065,4.27186428
12.4909,4.33421544
11.2107,4.33418079
12.1103,4.23342064
12.9363,3.93482744
11.7124,4.42310283
12.5992,4.64494988
11.8522,3.84367803
12.5678,4.09723032
12.395,4.26040431
12.2315,3.7818193
11.1964,4.35041018
11.8895,4.12147367
12.3555,4.6412952
11.0774,4.38156245
10.4238,4.60191094
9.05232,4.18570821
9.96433,3.8019211
8.53252,3.95122977
10.7796,4.11386247
10.7719,3.92900731
9.83174,3.88459835
9.27415,4.20395855
9.55709,3.96102029
10.2162,3.68939656
9.59474,4.16343396
8.93735,4.45352823
8.75485,3.73596387
10.6624,4.19434228
12.5601,3.9397653
11.9107,4.01551834
12.9743,3.85885959
13.6705,4.71957301
11.6989,5.18823149
11.3266,4.13889953
9.06788,4.29201909
10.1788,4.25993416
9.76677,3.88084808
10.134,5.03381685
10.1608,3.71820621
10.41,3.6966215
10.6815,3.68891015
8.03652,4.17725569
8.15028,3.39484795
8.56405,4.2236856
7.86315,3.8724683
7.74436,3.95703419
8.07098,4.03189044
8.27276,3.89405753
8.93251,3.6806829
10.365,4.16686218
9.84362,3.09640641
10.4218,4.02442511
11.5053,3.62743986
11.72,3.75405511
11.7745,3.85964002
11.0984,3.57653229
9.95879,4.4614713
10.2402,3.87826995
9.68557,3.99401344
9.86197,4.11596313
9.83336,3.75083138
10.5299,3.79779327
11.1664,4.07059888
10.0011,4.47512318
9.64844,3.92056517
7.39628,5.32703729
8.77927,5.56808453
8.24119,5.70374192
8.69367,6.08782836
10.6463,5.64540779
10.2015,5.7591624
9.34632,3.6272614
9.80139,3.48866295
9.99472,3.72327974
9.10738,4.04360131
10.4503,4.07175921
9.55746,3.95051161
11.4722,3.62961203
10.6095,3.76825482
10.6292,3.83460817
10.5144,3.80635394
9.48783,3.77759241
10.3312,4.74686689
9.48389,3.90316203
9.86127,3.98059623
9.10906,4.65812065
9.90863,4.20650132
10.6972,4.44731152
10.3536,3.52493803
10.7167,4.31026382
10.0406,4.51622733
9.87277,3.6540773
12.5161,3.80781876
11.0413,3.0777097
8.29094,3.41181323
9.46851,3.7927294
9.04072,3.50672993
8.85504,3.0842157
9.02627,3.38658008
8.76137,3.77335092
9.93482,3.44065774
10.7327,3.49261567
10.1553,3.75010833
11.0484,4.15066742
11.0316,3.57993816
10.8794,3.97895859
10.74,4.16594591
10.3637,3.08416515
10.2423,3.63896532
10.8895,3.62236068
11.3978,3.81577061
11.9812,3.74576695
11.4679,3.82054412
12.3138,3.75687522
11.0913,3.61954572
10.4256,3.21300421
10.6133,2.67918909
11.7551,3.91458941
11.8447,3.30246775
9.62063,3.86605903
9.77629,4.25324905
10.9343,4.0721925
11.964,4.57899201
11.3918,3.9572897
11.8225,3.98780457
11.6702,3.75317979
10.2266,4.87223712
11.3672,4.15191082
11.5125,4.01461095
10.4169,3.76797605
11.1307,3.68327993
11.5863,3.53753068
12.5799,4.0860331
10.6684,4.29026319
12.0494,4.36650125
11.1509,4.26610638
11.8784,4.16832006
12.3021,4.05207016
10.9067,4.80384646
12.0855,4.8368624
11.7863,4.16580627
10.9288,4.16442993
10.7935,4.20897708
11.3429,4.43296867
10.3831,4.53745813
8.35857,4.61433858
10.9536,4.60130816
10.7515,3.93501789
11.8854,4.27764563
11.4901,4.14113511
10.4169,4.70890943
11.2179,3.96220295
10.7746,4.84088617
12.6283,4.20875523
11.9311,5.69450227
11.31,5.55668934
9.27557,5.75429734
9.80308,6.24724566
12.4321,4.13789499
10.5102,4.77836719
12.2251,6.49204866
11.8555,6.88785672
9.67694,6.54506156
12.274,7.01543001
12.2323,7.54157343
12.608,6.8671284
11.3942,7.78796365
10.0608,7.47354126
9.5512,6.63058067
10.754,7.17216704
11.1216,7.17832673
11.58,7.54397448
10.3569,7.14766595
10.2432,8.23009897
10.5791,7.20073042
9.72073,7.59416906
10.3996,7.75614347
10.2927,6.85505205
9.01572,5.95654264
11.7366,6.00960404
12.302,5.8246446
11.0728,6.36141166
11.7238,5.80119698
10.608,4.25485738
10.2675,5.14520498
10.8687,4.12063863
10.8715,4.75164141
10.8595,3.81821296
12.438,3.93115671
13.3725,4.03864358
11.9943,3.91115522
12.7848,3.75530844
12.5672,3.82091598
12.494,3.99232821
12.9952,3.93786968
11.8939,4.02794241
12.7502,4.40825949
11.8817,4.73163661
12.3887,4.78591664
13.495,4.47242635
12.4886,4.400525
12.5705,4.19599044
13.3961,4.09232025
13.2182,4.49909053
12.7993,4.39745069
11.7024,4.43972295
11.8315,4.01748038
10.7461,4.42571682
10.9181,3.95979699
10.8429,4.88561921
11.922,4.32894985
11.6142,4.57695085
11.8996,5.29355528
12.0297,4.9637943
12.7061,4.11354371
10.9348,4.05713403
12.05,4.07977693
12.3635,3.78959579
12.8427,3.69112039
13.1674,4.18090733
12.6609,4.44790691
12.8076,5.82493921
12.3032,6.33756207
12.0788,5.77607844
11.4676,4.03331751
12.3385,4.13755757
12.8896,3.75243314
11.6087,3.8078918
11.8246,4.19314725
12.0166,3.89296537
12.162,4.28834806
12.8149,4.92586708
13.5064,5.17790969
13.3767,4.68061277
13.4423,4.24528971
14.7013,4.25501759
13.5415,5.32490241
13.3618,5.21094276
12.6836,4.10929633
13.7337,4.13699608
12.8507,5.37115258
12.9549,4.38229254
11.984,3.89444274
13.0086,4.42061503
11.6749,4.23372648
13.3532,4.08508297
14.1455,4.85240804
13.6322,6.18376826
13.99,5.58786275
13.9169,4.33601819
13.8859,5.18191742
12.087,3.8386717
12.0714,4.17941905
12.8755,4.47482414
13.6119,4.85688804
13.5103,5.05047083
13.4873,5.64019201
14.2264,4.32418278
13.8664,5.39635348
12.5416,5.15467376
12.0279,4.11918949
12.2861,4.16468364
12.0312,4.07593885
11.5698,3.53196017
13.208,3.84792242
14.3601,4.20830384
13.5256,4.17668855
11.6476,4.14032772
13.028,4.01329613
12.6901,3.92734797
11.2188,3.97351417
12.215,4.13159438
11.8985,5.16982086
11.8278,3.97131509
12.2039,4.52367064
12.6151,4.15473606
12.266,4.11488635
11.5432,5.02065016
10.6357,4.58727994
10.8687,3.95348769
11.5152,3.94874867
12.1779,4.13485189
11.8955,3.99636582
11.1446,4.31152143
12.0506,4.23615689
11.7004,4.43593932
12.0496,3.57515496
11.0833,4.00909927
11.5618,4.07386209
11.452,4.54607975
10.579,3.54813915
10.8889,3.94646097
10.5348,4.46918276
11.739,4.03052669
12.2276,4.74196867
11.7987,3.79270678
12.2342,3.84229036
11.513,3.93385424
13.6842,4.20000841
13.8713,3.59529521
14.0057,4.32252992
13.955,4.15314089
13.8132,4.27449285
11.1004,3.69139626
12.9113,3.69793886
11.6315,3.28452141
11.5044,3.49792209
13.2591,3.57658064
12.6008,3.2887427
12.7264,3.62771228
12.7661,3.70045825
13.0548,4.01411073
13.3439,4.54936631
12.2738,3.57066956
13.352,3.97765876
11.8284,4.04705454
12.1067,3.80409485
12.0131,4.60086734
12.5619,4.17838362
12.6887,3.87007349
12.2125,4.02182499
11.9011,3.97313669
11.8843,3.18035482
13.0241,4.12354836
13.4144,3.98510465
13.1343,4.09159884
13.1212,4.05988973
13.7909,4.22725209
15.0726,3.82634326
14.0072,4.47618228
14.4412,4.55683338
15.2457,3.97154703
14.6116,3.91357314
14.668,4.05981628
14.4692,3.86808659
14.5053,4.08394447
14.7108,4.32347789
15.8652,4.35367347
14.754,3.56909337
14.4908,4.37148007
14.5873,3.87437015
15.2594,3.44731628
15.2113,4.06383311
13.1937,4.20510558
13.4888,3.97251693
13.2374,3.32890053
13.1258,3.79992855
13.6185,4.0984708
12.093,4.39281374
12.106,4.02435564
11.3383,4.95237444
11.8632,4.06550482
12.5457,3.92310988
11.3784,4.00566164
12.8353,5.00044619
11.7611,4.89437334
10.1581,5.03203227
11.9397,3.81438005
12.2086,4.95189105
11.4768,3.96849695
12.7485,4.09283085
10.6711,3.80030321
11.7448,4.0061299
9.97565,4.28719748
10.0564,4.1332473
11.1711,4.23080703
11.3816,4.45145764
10.8411,5.37943198
11.6096,4.34962768
12.8741,5.03593126
10.8148,3.86588219
12.2817,4.18905773
10.4624,5.54329956
10.0233,6.69490523
11.8359,5.97154796
10.4951,6.70268497
12.8808,5.60562787
11.9443,5.61707114
11.5481,7.77647238
12.531,6.29535261
12.2572,5.38035183
11.4896,6.12015194
11.1782,6.4222165
12.2907,5.71290645
12.2988,6.69007076
12.296,6.57351917
11.0331,5.88926971
10.8861,5.73510402
12.1516,5.97002371
11.7963,6.14925224
11.8666,5.27421435
10.9774,6.52118394
11.7834,5.72199488
11.6715,5.00805256
11.7468,5.72727569
13.5895,5.67034101
12.603,5.95649884
12.5149,6.2735182
11.7726,7.0008812
12.2794,6.02291725
10.8958,6.21411191
9.78674,5.86264883
9.88955,5.65920949
10.7757,5.97329753
11.5966,4.61671523
12.137,5.50195922
10.7713,6.36996511
10.5869,5.96647661
11.4727,5.09790277
10.3471,5.09482578
10.9166,5.93693776
9.81662,5.75860506
10.8158,5.35543935
12.2593,6.15139755
10.317,4.79832446
9.12098,6.15089603
8.49552,5.4456454
8.84538,5.86558156
9.99031,4.98259461
10.5423,4.84466123
11.0936,4.4826803
10.7305,5.0887552
11.564,5.58029884
11.2131,5.36247859
10.1587,5.11643849
9.38742,6.52024657
9.5866,4.27543486
8.19646,5.35337499
10.3541,5.20256598
10.006,5.00784675
11.5637,4.99476915
11.3634,5.26146896
10.7057,4.34296426
10.7516,6.07847629
10.7986,4.73287233
11.6306,5.30894477
11.7462,5.36650868
8.87765,4.40899123
10.3871,4.04221536
10.5037,5.02569958
9.8091,4.8916983
10.1508,5.03947139
10.4635,3.79663528
10.3743,5.19625091
11.2019,4.83430673
9.30988,5.56155197
10.0741,5.47480378
11.1403,5.32267185
12.0954,5.80610233
10.1136,5.963763
10.7463,4.88234396
10.0142,5.2118548
11.3924,5.4672299
12.8597,5.74653366
11.69,5.35985348
10.7674,4.29969951
11.0305,5.44623712
10.2934,5.43328254
9.82673,5.8870563
11.2689,5.27643131
10.9892,5.25687527
10.4936,5.556077
10.78,5.51193833
10.5661,4.24828346
10.524,5.52980419
10.7821,4.38742306
10.6749,6.30870344
11.4114,6.43003029
10.5433,5.65623497
11.7094,4.78293376
13.1667,5.41853553
12.8435,5.17736245
13.2882,5.20420407
12.1479,5.3545117
11.5398,5.73124724
11.6331,6.7992706
11.9586,5.0566277
11.7895,5.55473024
10.3556,4.10634536
11.409,4.90008654
11.347,4.27823495
11.5532,4.59796974
11.6629,6.59099375
10.6337,6.44788427
10.4537,6.46764172
10.0521,4.1792771
8.44455,4.74537086
9.71635,5.45099644
9.88571,4.70549358
10.8626,4.81595776
11.5706,6.46677815
10.6616,5.51684245
12.7124,5.09415188
11.5576,5.83608849
12.3236,6.05099898
11.4258,5.99087426
11.4109,5.64330343
12.216,5.8810089
11.8897,5.72038973
12.2934,5.22950868
13.0855,4.28957612
13.4659,5.08527667
11.8114,4.81624558
12.1739,6.33905876
13.3802,6.06143638
12.2614,5.78798032
10.5802,4.92913485
10.329,4.64703466
11.0582,4.98818056
11.4226,5.51096701
10.5189,5.65671535
11.0191,4.9148911
10.4329,5.98737808
10.6211,5.5976579
9.60453,4.48587078
8.60075,5.47798323
10.6448,6.26029376
12.2618,6.20553737
11.6115,5.77280156
10.5379,4.79723071
10.6919,5.00829806
10.8928,5.35964287
11.555,4.89002536
10.7918,5.15266195
11.4297,4.88458505
11.1901,5.6382626
11.6876,5.31598137
11.1425,5.40064469
10.9896,6.4966893
11.5972,6.76916035
11.883,6.32814125
10.8476,5.79644978
12.1731,7.38824703
12.0668,5.86453662
11.4969,6.15679472
10.6561,6.57219947
10.9544,6.39102507
11.7565,5.08295101
10.3138,4.67592377
10.5675,5.32117713
11.1822,4.57740113
12.1842,6.54609003
12.5126,5.46820149
11.8519,5.16628642
11.1191,5.78052454
10.6469,6.10600567
11.9682,6.1806558
12.1809,6.35278348
12.2847,7.47025697
12.4666,5.68541182
11.6227,6.7782328
11.9505,6.27624549
10.66,5.30282622
11.2715,5.26240203
10.2807,6.32879593
13.0374,5.22404566
10.8279,4.45941927
10.6335,5.36482267
11.5812,4.69709566
10.318,4.60805374
10.8051,5.4740747
11.7117,6.9027868
11.603,5.90074926
12.4825,6.88516505
13.337,6.82270645
13.7653,5.26963083
14.2836,6.2023564
14.06,5.40221542
14.0568,5.1246078
14.5897,7.07921327
13.7339,5.18113651
12.631,5.51318963
11.9925,4.84363121
12.1562,5.1631602
11.1314,4.58213577
11.623,5.94150535
11.8458,4.71698844
11.275,5.41313977
11.198,5.96759947
11.5886,5.3351585
9.84463,5.78065985
10.2233,5.57845238
10.7748,5.56384201
11.2537,6.50711138
12.6116,6.26821618
11.5167,7.22457251
10.7103,6.42053019
11.1722,7.6838338
11.0973,7.42411853
10.4261,6.81472584
10.8526,6.3775106
11.1269,6.5229166
10.6347,6.07512126
11.6599,5.74739829
13.6495,6.56530565
12.6829,6.16760401
10.5221,6.0328273
11.2247,6.62208062
12.228,7.3084067
12.2172,6.08693738
11.3938,5.86591817
12.0636,6.21037169
11.9216,5.57354922
12.7121,5.08522183
12.3476,4.97938459
12.9641,5.05054045
11.9222,5.447023
10.8589,5.39761645
12.3917,4.68234624
12.1162,5.1352826
12.6693,6.17973674
12.9273,6.15344517
12.4809,5.77956861
12.4709,4.71483194
11.5544,5.57464351
12.3221,6.5130674
11.4017,5.17831356
11.1818,7.11539396
11.4962,5.34741148
13.073,7.39075931
12.8912,6.23712614
12.8404,5.59295359
11.7752,5.30967935
12.4612,6.2054718
11.4589,6.30766367
11.2331,7.02381516
10.2977,5.9080422
10.4524,5.88810514
11.948,5.70782692
11.7984,5.46626943
13.642,4.89732686
12.8223,6.56365764
